window_id,link_type,source_id,target_id,source_domain,target_domain,start_index,end_index_exclusive,start_time_utc,end_time_utc,duration_seconds,sample_count,mean_range_km,min_range_km,max_range_km,transmission_rate_mbps,generation_config_sha256,max_elevation_deg,mean_elevation_deg,azimuth_at_start_deg,azimuth_at_end_deg,boundary_source
SGL-000076,SGL,os02,gs04,observation,ground,1389,1405,2025-01-01T11:34:09.084991Z,2025-01-01T11:42:05.085788Z,476.000797033,16,1638.726562500,1334.411621094,2132.535644531,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,26.596487045,19.473081589,207.887283325,319.678527832,skyfield_find_events
SGL-000077,SGL,os02,gs04,observation,ground,2839,2858,2025-01-01T23:39:12.883302Z,2025-01-01T23:48:39.700345Z,566.817043066,19,1350.065307617,786.033447266,2111.589111328,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,63.385810852,32.480487823,4.194472313,204.229721069,skyfield_find_events
SGL-000078,SGL,os03,gs01,observation,ground,996,1013,2025-01-01T08:17:45.543031Z,2025-01-01T08:26:09.665382Z,504.122350931,17,1562.647705078,1189.619018555,2120.167480469,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,32.215843201,22.030399323,130.174301147,7.942440987,skyfield_find_events
SGL-000079,SGL,os03,gs01,observation,ground,1192,1208,2025-01-01T09:55:52.233451Z,2025-01-01T10:03:38.256431Z,466.022980213,16,1695.941894531,1408.837402344,2131.896484375,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,24.665555954,18.386726379,210.896804810,319.185455322,skyfield_find_events
SGL-000080,SGL,os03,gs01,observation,ground,2631,2651,2025-01-01T21:55:23.895242Z,2025-01-01T22:05:01.600537Z,577.705295086,20,1349.935180664,722.713989258,2173.451416016,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,81.933982849,35.585720062,12.694881439,194.392776489,skyfield_find_events
SGL-000081,SGL,os03,gs02,observation,ground,993,1007,2025-01-01T08:16:27.882499Z,2025-01-01T08:23:05.201084Z,397.318584919,14,1836.768920898,1632.110107422,2147.458007812,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,19.099855423,15.328340530,113.511016846,25.280069351,skyfield_find_events
SGL-000082,SGL,os03,gs02,observation,ground,1187,1204,2025-01-01T09:53:02.870258Z,2025-01-01T10:01:31.885159Z,509.014900923,17,1549.798828125,1182.717651367,2158.174072266,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,32.290679932,22.216236115,201.096542358,325.597259521,skyfield_find_events
SGL-000083,SGL,os03,gs02,observation,ground,2636,2655,2025-01-01T21:57:53.306019Z,2025-01-01T22:07:29.237194Z,575.931174994,19,1311.195556641,728.270019531,2145.117675781,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,78.533378601,36.205169678,9.718725204,197.098312378,skyfield_find_events
SGL-000084,SGL,os03,gs03,observation,ground,56,74,2025-01-01T00:27:51.234079Z,2025-01-01T00:36:52.133419Z,540.899340153,18,1465.019287109,1012.988220215,2138.179687500,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,41.842327118,26.120742798,359.184356689,222.102767944,skyfield_find_events
SGL-000085,SGL,os03,gs03,observation,ground,1197,1213,2025-01-01T09:58:09.128182Z,2025-01-01T10:06:17.071180Z,487.942998171,16,1597.051757812,1278.895263672,2081.821777344,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,28.870153427,20.875926971,123.250556946,9.539890289,skyfield_find_events
SGL-000086,SGL,os03,gs03,observation,ground,1392,1409,2025-01-01T11:35:40.361623Z,2025-01-01T11:44:11.043906Z,510.682282925,17,1554.109497070,1189.171997070,2113.392333984,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,32.199531555,22.181447983,202.111938477,326.433563232,skyfield_find_events
SGL-000087,SGL,os03,gs03,observation,ground,2827,2846,2025-01-01T23:33:26.679829Z,2025-01-01T23:42:55.174633Z,568.494804144,19,1371.417114258,827.425537109,2171.518554688,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,58.111019135,31.330459595,20.988737106,179.450271606,skyfield_find_events
SGL-000088,SGL,os03,gs04,observation,ground,66,78,2025-01-01T00:32:40.812553Z,2025-01-01T00:38:41.455658Z,360.643105030,12,1905.394165039,1761.924804688,2132.370849609,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,16.767635345,14.292877197,327.316864014,253.821350098,skyfield_find_events
SGL-000089,SGL,os03,gs04,observation,ground,1190,1204,2025-01-01T09:54:50.826019Z,2025-01-01T10:01:53.180357Z,422.354337931,14,1752.564575195,1534.523559570,2103.812255859,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,21.160232544,16.801033020,117.331916809,24.932409286,skyfield_find_events
SGL-000090,SGL,os03,gs04,observation,ground,1384,1400,2025-01-01T11:31:53.348853Z,2025-01-01T11:39:59.157403Z,485.808549881,16,1600.535156250,1287.541748047,2108.426757812,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,28.139104843,20.403205872,203.940582275,318.351684570,skyfield_find_events
SGL-000091,SGL,os03,gs04,observation,ground,2835,2854,2025-01-01T23:37:01.756192Z,2025-01-01T23:46:30.860006Z,569.103814125,19,1338.085327148,770.087951660,2170.031494141,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,66.201644897,33.457679749,5.165317059,202.183151245,skyfield_find_events
SGL-000092,SGL,os04,gs01,observation,ground,992,1008,2025-01-01T08:15:39.534742Z,2025-01-01T08:23:56.717924Z,497.183182001,16,1556.669189453,1230.750000000,2039.975097656,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,30.606946945,21.908748627,127.631843567,10.918024063,skyfield_find_events
SGL-000093,SGL,os04,gs01,observation,ground,1188,1204,2025-01-01T09:53:36.214273Z,2025-01-01T10:01:31.700851Z,475.486577988,16,1662.533447266,1363.337402344,2166.227294922,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,26.018764496,19.169528961,210.917510986,321.354187012,skyfield_find_events
SGL-000094,SGL,os04,gs01,observation,ground,2627,2646,2025-01-01T21:53:13.438295Z,2025-01-01T22:02:51.322065Z,577.883770227,19,1305.179321289,717.941955566,2083.080322266,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,85.780960083,36.909667969,13.758023262,192.611312866,skyfield_find_events
SGL-000095,SGL,os04,gs01,observation,ground,2829,2833,2025-01-01T23:34:06.482953Z,2025-01-01T23:36:05.600794Z,119.117841005,4,2165.310546875,2151.778808594,2184.714843750,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,10.571799278,10.379712105,307.037902832,288.719238281,skyfield_find_events
SGL-000096,SGL,os04,gs02,observation,ground,989,1002,2025-01-01T08:14:26.302309Z,2025-01-01T08:20:48.457509Z,382.155200005,13,1852.953369141,1676.023925781,2141.363769531,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,18.161083221,14.976167679,110.846916199,29.202550888,skyfield_find_events
SGL-000097,SGL,os04,gs02,observation,ground,1182,1199,2025-01-01T09:50:48.399331Z,2025-01-01T09:59:24.693453Z,516.294121981,17,1514.157714844,1135.323486328,2083.562744141,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,34.322189331,23.233385086,197.367019653,324.759368896,skyfield_find_events
SGL-000098,SGL,os04,gs02,observation,ground,2632,2651,2025-01-01T21:55:42.701014Z,2025-01-01T22:05:19.447192Z,576.746177912,19,1305.593261719,717.273132324,2074.719726562,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,85.334091187,36.791534424,10.898379326,195.150878906,skyfield_find_events
SGL-000099,SGL,os04,gs03,observation,ground,52,70,2025-01-01T00:25:39.347529Z,2025-01-01T00:34:44.637711Z,545.290182114,18,1442.265747070,985.202270508,2092.428466797,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,43.666309357,26.984842300,359.260864258,219.822143555,skyfield_find_events
SGL-000100,SGL,os04,gs03,observation,ground,1193,1209,2025-01-01T09:56:03.376581Z,2025-01-01T10:04:04.079305Z,480.702723980,16,1628.219238281,1312.047973633,2156.393554688,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,27.754638672,20.120128632,120.668624878,9.103633881,skyfield_find_events
SGL-000101,SGL,os04,gs03,observation,ground,1387,1405,2025-01-01T11:33:26.072068Z,2025-01-01T11:42:03.006862Z,516.934793949,18,1562.180297852,1154.880126953,2160.183349609,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,33.628562927,22.277578354,198.626617432,328.316009521,skyfield_find_events
SGL-000102,SGL,os04,gs03,observation,ground,2823,2842,2025-01-01T23:31:17.065606Z,2025-01-01T23:40:43.236061Z,566.170454979,19,1385.100097656,846.652954102,2109.962402344,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,55.759346008,30.457721710,22.366697311,178.331329346,skyfield_find_events
SGL-000103,SGL,os04,gs04,observation,ground,61,74,2025-01-01T00:30:23.084634Z,2025-01-01T00:36:40.904914Z,377.820279837,13,1885.582885742,1712.667724609,2152.296386719,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,17.732633591,14.677593231,331.342651367,251.136581421,skyfield_find_events
SGL-000104,SGL,os04,gs04,observation,ground,1186,1200,2025-01-01T09:52:48.266595Z,2025-01-01T09:59:37.192118Z,408.925523043,14,1793.680297852,1582.183471680,2126.756835938,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,20.034465790,16.000843048,114.606521606,24.316087723,skyfield_find_events
SGL-000105,SGL,os04,gs04,observation,ground,1380,1396,2025-01-01T11:29:38.013598Z,2025-01-01T11:37:52.672754Z,494.659156084,16,1562.004028320,1244.733276367,2031.467895508,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,29.632194519,21.394319534,203.613449097,320.834503174,skyfield_find_events
SGL-000106,SGL,os04,gs04,observation,ground,2830,2849,2025-01-01T23:34:50.779232Z,2025-01-01T23:44:21.791665Z,571.012433052,19,1324.946166992,747.637145996,2120.689697266,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,71.116561890,34.428985596,6.965598583,200.911987305,skyfield_find_events
SGL-000107,SGL,os05,gs01,observation,ground,988,1004,2025-01-01T08:13:33.760530Z,2025-01-01T08:21:43.613757Z,489.853226900,16,1588.368408203,1266.119628906,2099.198242188,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,29.287302017,21.078487396,125.013786316,10.626007080,skyfield_find_events
SGL-000108,SGL,os05,gs01,observation,ground,1183,1199,2025-01-01T09:51:20.533818Z,2025-01-01T09:59:24.925277Z,484.391458988,16,1626.533447266,1322.935913086,2103.974365234,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,27.300849915,20.003793716,206.999389648,319.825958252,skyfield_find_events
SGL-000109,SGL,os05,gs01,observation,ground,2623,2642,2025-01-01T21:51:03.163605Z,2025-01-01T22:00:40.820701Z,577.657095909,19,1308.282226562,724.059448242,2111.722656250,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,81.026031494,36.456119537,14.936662674,190.990081787,skyfield_find_events
SGL-000110,SGL,os05,gs01,observation,ground,2824,2829,2025-01-01T23:31:34.403070Z,2025-01-01T23:34:20.771509Z,166.368438959,5,2132.412597656,2110.916015625,2156.516845703,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,11.153756142,10.845488548,311.189514160,286.400451660,skyfield_find_events
SGL-000111,SGL,os05,gs02,observation,ground,985,998,2025-01-01T08:12:25.389467Z,2025-01-01T08:18:31.155256Z,365.765789032,13,1895.199707031,1722.430664062,2164.279052734,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,17.230995178,14.236114502,108.176208496,28.360961914,skyfield_find_events
SGL-000112,SGL,os05,gs02,observation,ground,1178,1195,2025-01-01T09:48:34.225446Z,2025-01-01T09:57:17.465095Z,523.239649057,17,1481.726806641,1093.019409180,2063.890869141,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,36.341312408,24.264743805,196.741287231,327.016906738,skyfield_find_events
SGL-000113,SGL,os05,gs02,observation,ground,2628,2647,2025-01-01T21:53:32.429261Z,2025-01-01T22:03:09.415992Z,576.986731052,19,1304.924926758,717.722961426,2119.815185547,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,84.791458130,36.937530518,12.200921059,193.328170776,skyfield_find_events
SGL-000114,SGL,os05,gs03,observation,ground,47,66,2025-01-01T00:23:27.554399Z,2025-01-01T00:32:36.927521Z,549.373121977,19,1462.434204102,951.759033203,2177.800292969,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,46.049758911,26.906703949,1.360792398,217.636657715,skyfield_find_events
SGL-000115,SGL,os05,gs03,observation,ground,1188,1204,2025-01-01T09:53:57.846664Z,2025-01-01T10:01:50.928870Z,473.082206011,16,1656.701538086,1348.978149414,2148.922363281,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,26.577835083,19.411729813,121.807228088,12.129881859,skyfield_find_events
SGL-000116,SGL,os05,gs03,observation,ground,1383,1400,2025-01-01T11:31:12.018399Z,2025-01-01T11:39:54.786757Z,522.768357992,17,1497.430175781,1115.379882812,2048.381103516,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,35.446125031,23.873615265,198.170867920,327.259277344,skyfield_find_events
SGL-000117,SGL,os05,gs03,observation,ground,2819,2838,2025-01-01T23:29:07.817504Z,2025-01-01T23:38:31.105818Z,563.288314104,19,1402.822509766,874.665710449,2176.293212891,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,52.726837158,29.543331146,23.868120193,177.282775879,skyfield_find_events
SGL-000118,SGL,os05,gs04,observation,ground,57,70,2025-01-01T00:28:05.956832Z,2025-01-01T00:34:39.780244Z,393.823412180,13,1843.101074219,1666.010009766,2134.304687500,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,18.691635132,15.439647675,330.521820068,248.449645996,skyfield_find_events
SGL-000119,SGL,os05,gs04,observation,ground,1182,1195,2025-01-01T09:50:46.281097Z,2025-01-01T09:57:20.792818Z,394.511721134,13,1808.884033203,1627.155151367,2087.283447266,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,19.043195724,15.645829201,111.863273621,28.241403580,skyfield_find_events
SGL-000120,SGL,os05,gs04,observation,ground,1375,1392,2025-01-01T11:27:23.017428Z,2025-01-01T11:35:46.223510Z,503.206082106,17,1561.282592773,1195.676879883,2104.768798828,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,31.513893127,21.682645798,199.816040039,323.209381104,skyfield_find_events
SGL-000121,SGL,os05,gs04,observation,ground,2826,2845,2025-01-01T23:32:39.803640Z,2025-01-01T23:42:12.486915Z,572.683275223,19,1315.241943359,731.864929199,2092.160156250,60.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,75.686073303,35.293792725,8.045034409,198.878509521,skyfield_find_events
