window_id,link_type,source_id,target_id,source_domain,target_domain,start_index,end_index_exclusive,start_time_utc,end_time_utc,duration_seconds,sample_count,mean_range_km,min_range_km,max_range_km,transmission_rate_mbps,generation_config_sha256,selection_rule,symmetrization_rule,selected_by_source,earth_clearance_min_km,boundary_source
IDL-000256,IDL,cs02,os05,communication,observation,2303,2305,2025-01-01T19:11:30.000000Z,2025-01-01T19:12:30.000000Z,60.000000000,2,41428.296875000,41358.796875000,41497.796875000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os05,712.804809570,sampled
IDL-000257,IDL,cs02,os05,communication,observation,2398,2461,2025-01-01T19:59:00.000000Z,2025-01-01T20:30:30.000000Z,1890.000000000,63,39706.484375000,36296.894531250,44716.921875000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs02,11.492048264,sampled
IDL-000258,IDL,cs02,os05,communication,observation,2493,2500,2025-01-01T20:46:30.000000Z,2025-01-01T20:50:00.000000Z,210.000000000,7,40457.449218750,39878.769531250,41045.777343750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os05,713.401184082,sampled
IDL-000259,IDL,cs02,os05,communication,observation,2596,2687,2025-01-01T21:38:00.000000Z,2025-01-01T22:23:30.000000Z,2730.000000000,91,38106.839843750,35143.179687500,44684.250000000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,26.278852463,sampled
IDL-000260,IDL,cs02,os05,communication,observation,2792,2853,2025-01-01T23:16:00.000000Z,2025-01-01T23:46:30.000000Z,1830.000000000,61,38937.367187500,35444.785156250,44707.589843750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,15.881237984,sampled
IDL-000261,IDL,cs03,ns01,communication,navigation,1573,2437,2025-01-01T13:06:30.000000Z,2025-01-01T20:18:30.000000Z,25920.000000000,864,30621.462890625,22204.152343750,36304.523437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,21138.720703125,sampled
IDL-000262,IDL,cs03,ns02,communication,navigation,1069,1573,2025-01-01T08:54:30.000000Z,2025-01-01T13:06:30.000000Z,15120.000000000,504,23206.722656250,17116.085937500,34412.406250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,21360.898437500,sampled
IDL-000263,IDL,cs03,ns03,communication,navigation,325,1069,2025-01-01T02:42:30.000000Z,2025-01-01T08:54:30.000000Z,22320.000000000,744,29090.951171875,19752.781250000,38018.519531250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,20898.550781250,sampled
IDL-000264,IDL,cs03,ns04,communication,navigation,0,325,2025-01-01T00:00:00.000000Z,2025-01-01T02:42:30.000000Z,9750.000000000,325,32444.511718750,24417.589843750,37892.949218750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,20897.962890625,sampled
IDL-000265,IDL,cs03,ns05,communication,navigation,2437,2881,2025-01-01T20:18:30.000000Z,2025-01-02T00:00:00.000000Z,13290.000000000,444,20531.226562500,15449.990234375,29771.455078125,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,21515.878906250,sampled
IDL-000266,IDL,cs03,os01,communication,observation,53,56,2025-01-01T00:26:30.000000Z,2025-01-01T00:28:00.000000Z,90.000000000,3,41330.324218750,41181.246093750,41479.957031250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,698.427001953,sampled
IDL-000267,IDL,cs03,os01,communication,observation,92,161,2025-01-01T00:46:00.000000Z,2025-01-01T01:20:30.000000Z,2070.000000000,69,41037.121093750,38177.730468750,44729.285156250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,19.062940598,sampled
IDL-000268,IDL,cs03,os01,communication,observation,248,250,2025-01-01T02:04:00.000000Z,2025-01-01T02:05:00.000000Z,60.000000000,2,41726.125000000,41691.457031250,41760.789062500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,695.081665039,sampled
IDL-000269,IDL,cs03,os01,communication,observation,279,355,2025-01-01T02:19:30.000000Z,2025-01-01T02:57:30.000000Z,2280.000000000,76,42341.121093750,40747.144531250,43834.914062500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,356.502777100,sampled
IDL-000270,IDL,cs03,os01,communication,observation,428,503,2025-01-01T03:34:00.000000Z,2025-01-01T04:11:30.000000Z,2250.000000000,75,42789.859375000,41602.433593750,44544.453125000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,104.172950745,sampled
IDL-000271,IDL,cs03,os01,communication,observation,601,667,2025-01-01T05:00:30.000000Z,2025-01-01T05:33:30.000000Z,1980.000000000,66,41294.832031250,39392.785156250,44717.910156250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,17.888708115,sampled
IDL-000272,IDL,cs03,os01,communication,observation,794,855,2025-01-01T06:37:00.000000Z,2025-01-01T07:07:30.000000Z,1830.000000000,61,39777.300781250,36941.335937500,44617.597656250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,57.050319672,sampled
IDL-000273,IDL,cs03,os01,communication,observation,989,1049,2025-01-01T08:14:30.000000Z,2025-01-01T08:44:30.000000Z,1800.000000000,60,38856.429687500,35372.898437500,44579.429687500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,71.650405884,sampled
IDL-000274,IDL,cs03,os01,communication,observation,1154,1246,2025-01-01T09:37:00.000000Z,2025-01-01T10:23:00.000000Z,2760.000000000,92,38169.601562500,35187.718750000,44732.582031250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,4.906491756,sampled
IDL-000275,IDL,cs03,os01,communication,observation,1342,1348,2025-01-01T11:11:00.000000Z,2025-01-01T11:14:00.000000Z,180.000000000,6,40556.230468750,40080.386718750,41038.335937500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,709.587219238,sampled
IDL-000276,IDL,cs03,os01,communication,observation,1381,1444,2025-01-01T11:30:30.000000Z,2025-01-01T12:02:00.000000Z,1890.000000000,63,39830.394531250,36444.937500000,44728.488281250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,7.203968048,sampled
IDL-000277,IDL,cs03,os01,communication,observation,1536,1539,2025-01-01T12:48:00.000000Z,2025-01-01T12:49:30.000000Z,90.000000000,3,41498.406250000,41365.105468750,41632.253906250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,711.130310059,sampled
IDL-000278,IDL,cs03,os01,communication,observation,1574,1648,2025-01-01T13:07:00.000000Z,2025-01-01T13:44:00.000000Z,2220.000000000,74,41450.164062500,38747.394531250,44746.070312500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,2.314363956,sampled
IDL-000279,IDL,cs03,os01,communication,observation,1732,1734,2025-01-01T14:26:00.000000Z,2025-01-01T14:27:00.000000Z,60.000000000,2,41732.984375000,41708.941406250,41757.031250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,709.324035645,sampled
IDL-000280,IDL,cs03,os01,communication,observation,1757,1826,2025-01-01T14:38:30.000000Z,2025-01-01T15:13:00.000000Z,2070.000000000,69,42455.425781250,41227.292968750,43690.550781250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,386.253631592,sampled
IDL-000281,IDL,cs03,os01,communication,observation,1902,1976,2025-01-01T15:51:00.000000Z,2025-01-01T16:28:00.000000Z,2220.000000000,74,42558.281250000,41257.980468750,44716.281250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,16.378498077,sampled
IDL-000282,IDL,cs03,os01,communication,observation,2083,2148,2025-01-01T17:21:30.000000Z,2025-01-01T17:54:00.000000Z,1950.000000000,65,40912.039062500,38806.023437500,44699.320312500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,30.478286743,sampled
IDL-000283,IDL,cs03,os01,communication,observation,2277,2338,2025-01-01T18:58:30.000000Z,2025-01-01T19:29:00.000000Z,1830.000000000,61,39492.417968750,36486.542968750,44607.351562500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,72.518653870,sampled
IDL-000284,IDL,cs03,os01,communication,observation,2472,2533,2025-01-01T20:36:00.000000Z,2025-01-01T21:06:30.000000Z,1830.000000000,61,38774.699218750,35197.320312500,44654.730468750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,53.035636902,sampled
IDL-000285,IDL,cs03,os01,communication,observation,2634,2659,2025-01-01T21:57:00.000000Z,2025-01-01T22:09:30.000000Z,750.000000000,25,37660.914062500,35899.156250000,39890.011718750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,701.528259277,sampled
IDL-000286,IDL,cs03,os01,communication,observation,2668,2730,2025-01-01T22:14:00.000000Z,2025-01-01T22:45:00.000000Z,1860.000000000,62,39014.601562500,35345.761718750,44734.531250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,18.063976288,sampled
IDL-000287,IDL,cs03,os01,communication,observation,2825,2830,2025-01-01T23:32:30.000000Z,2025-01-01T23:35:00.000000Z,150.000000000,5,40835.386718750,40472.996093750,41201.304687500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,699.295349121,sampled
IDL-000288,IDL,cs03,os01,communication,observation,2864,2881,2025-01-01T23:52:00.000000Z,2025-01-02T00:00:00.000000Z,480.000000000,17,37172.941406250,36884.539062500,37704.531250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,713.753295898,sampled
IDL-000289,IDL,cs03,os02,communication,observation,48,51,2025-01-01T00:24:00.000000Z,2025-01-01T00:25:30.000000Z,90.000000000,3,41420.761718750,41269.027343750,41573.015625000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,698.263061523,sampled
IDL-000290,IDL,cs03,os02,communication,observation,87,92,2025-01-01T00:43:30.000000Z,2025-01-01T00:46:00.000000Z,150.000000000,5,38140.328125000,38118.386718750,38172.656250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,712.958129883,sampled
IDL-000291,IDL,cs03,os02,communication,observation,244,246,2025-01-01T02:02:00.000000Z,2025-01-01T02:03:00.000000Z,60.000000000,2,41698.429687500,41663.093750000,41733.769531250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,695.860168457,sampled
IDL-000292,IDL,cs03,os02,communication,observation,275,279,2025-01-01T02:17:30.000000Z,2025-01-01T02:19:30.000000Z,120.000000000,4,40712.113281250,40694.164062500,40732.683593750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,709.326049805,sampled
IDL-000293,IDL,cs03,os02,communication,observation,425,428,2025-01-01T03:32:30.000000Z,2025-01-01T03:34:00.000000Z,90.000000000,3,41638.718750000,41632.363281250,41645.757812500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,695.338928223,sampled
IDL-000294,IDL,cs03,os02,communication,observation,440,442,2025-01-01T03:40:00.000000Z,2025-01-01T03:41:00.000000Z,60.000000000,2,41760.246093750,41748.539062500,41771.953125000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,694.634338379,sampled
IDL-000295,IDL,cs03,os02,communication,observation,597,601,2025-01-01T04:58:30.000000Z,2025-01-01T05:00:30.000000Z,120.000000000,4,39474.949218750,39457.585937500,39496.121093750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,698.515197754,sampled
IDL-000296,IDL,cs03,os02,communication,observation,635,637,2025-01-01T05:17:30.000000Z,2025-01-01T05:18:30.000000Z,60.000000000,2,41542.546875000,41486.640625000,41598.449218750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,696.884887695,sampled
IDL-000297,IDL,cs03,os02,communication,observation,789,794,2025-01-01T06:34:30.000000Z,2025-01-01T06:37:00.000000Z,150.000000000,5,37003.000000000,36989.378906250,37029.652343750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,699.565185547,sampled
IDL-000298,IDL,cs03,os02,communication,observation,828,833,2025-01-01T06:54:00.000000Z,2025-01-01T06:56:30.000000Z,150.000000000,5,40992.457031250,40632.621093750,41355.539062500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,696.229125977,sampled
IDL-000299,IDL,cs03,os02,communication,observation,985,989,2025-01-01T08:12:30.000000Z,2025-01-01T08:14:30.000000Z,120.000000000,4,35399.472656250,35393.859375000,35407.878906250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,700.213867188,sampled
IDL-000300,IDL,cs03,os02,communication,observation,1000,1024,2025-01-01T08:20:00.000000Z,2025-01-01T08:32:00.000000Z,720.000000000,24,37885.613281250,36110.894531250,40064.789062500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,695.860534668,sampled
IDL-000301,IDL,cs03,os02,communication,observation,1150,1187,2025-01-01T09:35:00.000000Z,2025-01-01T09:53:30.000000Z,1110.000000000,37,36400.757812500,35175.347656250,39026.082031250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,700.188049316,sampled
IDL-000302,IDL,cs03,os02,communication,observation,1337,1344,2025-01-01T11:08:30.000000Z,2025-01-01T11:12:00.000000Z,210.000000000,7,40576.035156250,40002.109375000,41159.148437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,709.497314453,sampled
IDL-000303,IDL,cs03,os02,communication,observation,1376,1381,2025-01-01T11:28:00.000000Z,2025-01-01T11:30:30.000000Z,150.000000000,5,36418.230468750,36404.128906250,36446.402343750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,701.073669434,sampled
IDL-000304,IDL,cs03,os02,communication,observation,1532,1534,2025-01-01T12:46:00.000000Z,2025-01-01T12:47:00.000000Z,60.000000000,2,41511.828125000,41444.058593750,41579.597656250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,711.268310547,sampled
IDL-000305,IDL,cs03,os02,communication,observation,1570,1574,2025-01-01T13:05:00.000000Z,2025-01-01T13:07:00.000000Z,120.000000000,4,38706.699218750,38690.867187500,38727.140625000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,702.196533203,sampled
IDL-000306,IDL,cs03,os02,communication,observation,1728,1729,2025-01-01T14:24:00.000000Z,2025-01-01T14:24:30.000000Z,30.000000000,1,41737.769531250,41737.769531250,41737.769531250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,709.733764648,sampled
IDL-000307,IDL,cs03,os02,communication,observation,1754,1757,2025-01-01T14:37:00.000000Z,2025-01-01T14:38:30.000000Z,90.000000000,3,41201.839843750,41190.160156250,41214.269531250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,705.576049805,sampled
IDL-000308,IDL,cs03,os02,communication,observation,1898,1902,2025-01-01T15:49:00.000000Z,2025-01-01T15:51:00.000000Z,120.000000000,4,41327.164062500,41311.894531250,41344.601562500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,716.440185547,sampled
IDL-000309,IDL,cs03,os02,communication,observation,1924,1925,2025-01-01T16:02:00.000000Z,2025-01-01T16:02:30.000000Z,30.000000000,1,41741.257812500,41741.257812500,41741.257812500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,710.085937500,sampled
IDL-000310,IDL,cs03,os02,communication,observation,2079,2083,2025-01-01T17:19:30.000000Z,2025-01-01T17:21:30.000000Z,120.000000000,4,38887.273437500,38869.132812500,38909.796875000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,716.142700195,sampled
IDL-000311,IDL,cs03,os02,communication,observation,2119,2121,2025-01-01T17:39:30.000000Z,2025-01-01T17:40:30.000000Z,60.000000000,2,41522.265625000,41457.191406250,41587.335937500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,712.646423340,sampled
IDL-000312,IDL,cs03,os02,communication,observation,2272,2277,2025-01-01T18:56:00.000000Z,2025-01-01T18:58:30.000000Z,150.000000000,5,36544.843750000,36529.750000000,36573.945312500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,715.260742188,sampled
IDL-000313,IDL,cs03,os02,communication,observation,2310,2316,2025-01-01T19:15:00.000000Z,2025-01-01T19:18:00.000000Z,180.000000000,6,40688.402343750,40215.593750000,41167.117187500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,713.279724121,sampled
IDL-000314,IDL,cs03,os02,communication,observation,2468,2505,2025-01-01T20:34:00.000000Z,2025-01-01T20:52:30.000000Z,1110.000000000,37,36642.742187500,35210.179687500,39449.015625000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,714.837890625,sampled
IDL-000315,IDL,cs03,os02,communication,observation,2630,2656,2025-01-01T21:55:00.000000Z,2025-01-01T22:08:00.000000Z,780.000000000,26,37521.597656250,35761.843750000,39808.937500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,701.671813965,sampled
IDL-000316,IDL,cs03,os02,communication,observation,2664,2668,2025-01-01T22:12:00.000000Z,2025-01-01T22:14:00.000000Z,120.000000000,4,35331.039062500,35325.542968750,35339.046875000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,714.372497559,sampled
IDL-000317,IDL,cs03,os02,communication,observation,2820,2825,2025-01-01T23:30:00.000000Z,2025-01-01T23:32:30.000000Z,150.000000000,5,40945.039062500,40577.835937500,41315.476562500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os02,699.120788574,sampled
IDL-000318,IDL,cs03,os02,communication,observation,2860,2864,2025-01-01T23:50:00.000000Z,2025-01-01T23:52:00.000000Z,120.000000000,4,36854.390625000,36838.562500000,36876.863281250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,713.866271973,sampled
IDL-000319,IDL,cs03,os03,communication,observation,44,47,2025-01-01T00:22:00.000000Z,2025-01-01T00:23:30.000000Z,90.000000000,3,41360.121093750,41207.382812500,41513.402343750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os03,698.370056152,sampled
IDL-000320,IDL,cs03,os03,communication,observation,83,87,2025-01-01T00:41:30.000000Z,2025-01-01T00:43:30.000000Z,120.000000000,4,38080.062500000,38064.054687500,38101.332031250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,713.086303711,sampled
IDL-000321,IDL,cs03,os03,communication,observation,240,241,2025-01-01T02:00:00.000000Z,2025-01-01T02:00:30.000000Z,30.000000000,1,41705.480468750,41705.480468750,41705.480468750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os03,696.563476562,sampled
IDL-000322,IDL,cs03,os03,communication,observation,271,275,2025-01-01T02:15:30.000000Z,2025-01-01T02:17:30.000000Z,120.000000000,4,40658.554687500,40640.746093750,40679.035156250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,709.485534668,sampled
IDL-000323,IDL,cs03,os03,communication,observation,422,425,2025-01-01T03:31:00.000000Z,2025-01-01T03:32:30.000000Z,90.000000000,3,41659.035156250,41653.527343750,41665.218750000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,695.110351562,sampled
IDL-000324,IDL,cs03,os03,communication,observation,436,437,2025-01-01T03:38:00.000000Z,2025-01-01T03:38:30.000000Z,30.000000000,1,41757.453125000,41757.453125000,41757.453125000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os03,694.906433105,sampled
IDL-000325,IDL,cs03,os03,communication,observation,592,597,2025-01-01T04:56:00.000000Z,2025-01-01T04:58:30.000000Z,150.000000000,5,39539.148437500,39514.875000000,39570.886718750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,698.433898926,sampled
IDL-000326,IDL,cs03,os03,communication,observation,631,633,2025-01-01T05:15:30.000000Z,2025-01-01T05:16:30.000000Z,60.000000000,2,41587.445312500,41532.148437500,41642.738281250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os03,696.700866699,sampled
IDL-000327,IDL,cs03,os03,communication,observation,785,789,2025-01-01T06:32:30.000000Z,2025-01-01T06:34:30.000000Z,120.000000000,4,37050.527343750,37036.781250000,37070.726562500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,699.699035645,sampled
IDL-000328,IDL,cs03,os03,communication,observation,824,828,2025-01-01T06:52:00.000000Z,2025-01-01T06:54:00.000000Z,120.000000000,4,40973.980468750,40705.917968750,41243.703125000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os03,696.271423340,sampled
IDL-000329,IDL,cs03,os03,communication,observation,980,985,2025-01-01T08:10:00.000000Z,2025-01-01T08:12:30.000000Z,150.000000000,5,35424.843750000,35416.437500000,35441.648437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs03,700.123840332,sampled
IDL-000330,IDL,cs03,os03,communication,observation,997,1020,2025-01-01T08:18:30.000000Z,2025-01-01T08:30:00.000000Z,690.000000000,23,38035.468750000,36278.148437500,40146.363281250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os03,695.859680176,sampled
IDL-000331,IDL,cs03,os03,communication,observation,1146,1184,2025-01-01T09:33:00.000000Z,2025-01-01T09:52:00.000000Z,1140.000000000,38,36328.261718750,35164.683593750,38949.136718750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,699.874206543,sampled
IDL-000332,IDL,cs03,os03,communication,observation,1333,1340,2025-01-01T11:06:30.000000Z,2025-01-01T11:10:00.000000Z,210.000000000,7,40498.480468750,39923.535156250,41082.976562500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os03,709.407470703,sampled
