window_id,link_type,source_id,target_id,source_domain,target_domain,start_index,end_index_exclusive,start_time_utc,end_time_utc,duration_seconds,sample_count,mean_range_km,min_range_km,max_range_km,transmission_rate_mbps,generation_config_sha256,selection_rule,symmetrization_rule,selected_by_source,earth_clearance_min_km,boundary_source
IDL-000490,IDL,cs04,os04,communication,observation,38,40,2025-01-01T00:19:00.000000Z,2025-01-01T00:20:00.000000Z,60.000000000,2,41639.976562500,41594.335937500,41685.617187500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,696.968139648,sampled
IDL-000491,IDL,cs04,os04,communication,observation,72,77,2025-01-01T00:36:00.000000Z,2025-01-01T00:38:30.000000Z,150.000000000,5,40130.316406250,40105.597656250,40161.316406250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,710.754516602,sampled
IDL-000492,IDL,cs04,os04,communication,observation,233,236,2025-01-01T01:56:30.000000Z,2025-01-01T01:58:00.000000Z,90.000000000,3,41761.457031250,41760.789062500,41762.222656250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,694.626953125,sampled
IDL-000493,IDL,cs04,os04,communication,observation,393,397,2025-01-01T03:16:30.000000Z,2025-01-01T03:18:30.000000Z,120.000000000,4,40091.382812500,40074.023437500,40111.937500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,697.973693848,sampled
IDL-000494,IDL,cs04,os04,communication,observation,429,431,2025-01-01T03:34:30.000000Z,2025-01-01T03:35:30.000000Z,60.000000000,2,41621.128906250,41575.089843750,41667.167968750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,696.417419434,sampled
IDL-000495,IDL,cs04,os04,communication,observation,583,588,2025-01-01T04:51:30.000000Z,2025-01-01T04:54:00.000000Z,150.000000000,5,37536.343750000,37518.066406250,37566.414062500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,699.412170410,sampled
IDL-000496,IDL,cs04,os04,communication,observation,623,627,2025-01-01T05:11:30.000000Z,2025-01-01T05:13:30.000000Z,120.000000000,4,41200.531250000,40950.074218750,41452.582031250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,696.397216797,sampled
IDL-000497,IDL,cs04,os04,communication,observation,778,783,2025-01-01T06:29:00.000000Z,2025-01-01T06:31:30.000000Z,150.000000000,5,35669.695312500,35658.433593750,35692.187500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,700.059387207,sampled
IDL-000498,IDL,cs04,os04,communication,observation,805,820,2025-01-01T06:42:30.000000Z,2025-01-01T06:50:00.000000Z,450.000000000,15,39181.019531250,37860.726562500,40597.515625000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,695.836791992,sampled
IDL-000499,IDL,cs04,os04,communication,observation,949,994,2025-01-01T07:54:30.000000Z,2025-01-01T08:17:00.000000Z,1350.000000000,45,35891.707031250,35091.082031250,37959.273437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,697.397277832,sampled
IDL-000500,IDL,cs04,os04,communication,observation,1132,1142,2025-01-01T09:26:00.000000Z,2025-01-01T09:31:00.000000Z,300.000000000,10,39948.117187500,39075.164062500,40849.652343750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,708.462524414,sampled
IDL-000501,IDL,cs04,os04,communication,observation,1170,1174,2025-01-01T09:45:00.000000Z,2025-01-01T09:47:00.000000Z,120.000000000,4,36004.375000000,35997.585937500,36017.046875000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,701.150695801,sampled
IDL-000502,IDL,cs04,os04,communication,observation,1326,1329,2025-01-01T11:03:00.000000Z,2025-01-01T11:04:30.000000Z,90.000000000,3,41341.394531250,41189.871093750,41493.457031250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,710.915161133,sampled
IDL-000503,IDL,cs04,os04,communication,observation,1365,1369,2025-01-01T11:22:30.000000Z,2025-01-01T11:24:30.000000Z,120.000000000,4,38109.101562500,38091.621093750,38131.828125000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,701.814392090,sampled
IDL-000504,IDL,cs04,os04,communication,observation,1522,1523,2025-01-01T12:41:00.000000Z,2025-01-01T12:41:30.000000Z,30.000000000,1,41696.187500000,41696.187500000,41696.187500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,710.504089355,sampled
IDL-000505,IDL,cs04,os04,communication,observation,1553,1557,2025-01-01T12:56:30.000000Z,2025-01-01T12:58:30.000000Z,120.000000000,4,40686.906250000,40667.906250000,40708.542968750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,704.083007812,sampled
IDL-000506,IDL,cs04,os04,communication,observation,1703,1706,2025-01-01T14:11:30.000000Z,2025-01-01T14:13:00.000000Z,90.000000000,3,41651.628906250,41645.367187500,41658.566406250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,714.410095215,sampled
IDL-000507,IDL,cs04,os04,communication,observation,1717,1719,2025-01-01T14:18:30.000000Z,2025-01-01T14:19:30.000000Z,60.000000000,2,41750.359375000,41739.734375000,41760.980468750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,709.434875488,sampled
IDL-000508,IDL,cs04,os04,communication,observation,1874,1878,2025-01-01T15:37:00.000000Z,2025-01-01T15:39:00.000000Z,120.000000000,4,39512.175781250,39492.308593750,39535.773437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,716.375244141,sampled
IDL-000509,IDL,cs04,os04,communication,observation,1913,1915,2025-01-01T15:56:30.000000Z,2025-01-01T15:57:30.000000Z,60.000000000,2,41604.054687500,41548.316406250,41659.789062500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,711.931640625,sampled
IDL-000510,IDL,cs04,os04,communication,observation,2067,2071,2025-01-01T17:13:30.000000Z,2025-01-01T17:15:30.000000Z,120.000000000,4,37022.351562500,37011.816406250,37039.347656250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,715.600585938,sampled
IDL-000511,IDL,cs04,os04,communication,observation,2106,2110,2025-01-01T17:33:00.000000Z,2025-01-01T17:35:00.000000Z,120.000000000,4,41002.457031250,40733.695312500,41272.835937500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,713.163208008,sampled
IDL-000512,IDL,cs04,os04,communication,observation,2262,2266,2025-01-01T18:51:00.000000Z,2025-01-01T18:53:00.000000Z,120.000000000,4,35407.796875000,35400.773437500,35420.492187500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,714.994079590,sampled
IDL-000513,IDL,cs04,os04,communication,observation,2278,2302,2025-01-01T18:59:00.000000Z,2025-01-01T19:11:00.000000Z,720.000000000,24,37989.792968750,36183.984375000,40185.703125000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,714.356994629,sampled
IDL-000514,IDL,cs04,os04,communication,observation,2427,2465,2025-01-01T20:13:30.000000Z,2025-01-01T20:32:30.000000Z,1140.000000000,38,36391.960937500,35163.039062500,39082.679687500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,703.033752441,sampled
IDL-000515,IDL,cs04,os04,communication,observation,2615,2622,2025-01-01T21:47:30.000000Z,2025-01-01T21:51:00.000000Z,210.000000000,7,40433.539062500,39861.273437500,41015.835937500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,699.585327148,sampled
IDL-000516,IDL,cs04,os04,communication,observation,2654,2658,2025-01-01T22:07:00.000000Z,2025-01-01T22:09:00.000000Z,120.000000000,4,36388.425781250,36374.531250000,36409.507812500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,714.049621582,sampled
IDL-000517,IDL,cs04,os04,communication,observation,2809,2812,2025-01-01T23:24:30.000000Z,2025-01-01T23:26:00.000000Z,90.000000000,3,41481.300781250,41345.074218750,41618.085937500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os04,698.344543457,sampled
IDL-000518,IDL,cs04,os04,communication,observation,2848,2852,2025-01-01T23:44:00.000000Z,2025-01-01T23:46:00.000000Z,120.000000000,4,38677.921875000,38657.718750000,38702.726562500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,712.902587891,sampled
IDL-000519,IDL,cs04,os05,communication,observation,5,72,2025-01-01T00:02:30.000000Z,2025-01-01T00:36:00.000000Z,2010.000000000,67,41679.867187500,40040.003906250,44654.066406250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,38.435230255,sampled
IDL-000520,IDL,cs04,os05,communication,observation,166,233,2025-01-01T01:23:00.000000Z,2025-01-01T01:56:30.000000Z,2010.000000000,67,42736.972656250,41760.484375000,44074.363281250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,271.507873535,sampled
IDL-000521,IDL,cs04,os05,communication,observation,310,393,2025-01-01T02:35:00.000000Z,2025-01-01T03:16:30.000000Z,2490.000000000,83,42245.324218750,40130.406250000,44190.312500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,241.693588257,sampled
IDL-000522,IDL,cs04,os05,communication,observation,425,427,2025-01-01T03:32:30.000000Z,2025-01-01T03:33:30.000000Z,60.000000000,2,41658.000000000,41612.601562500,41703.394531250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os05,695.878540039,sampled
IDL-000523,IDL,cs04,os05,communication,observation,517,583,2025-01-01T04:18:30.000000Z,2025-01-01T04:51:30.000000Z,1980.000000000,66,40580.292968750,37571.894531250,44691.843750000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,38.405883789,sampled
IDL-000524,IDL,cs04,os05,communication,observation,619,622,2025-01-01T05:09:30.000000Z,2025-01-01T05:11:00.000000Z,90.000000000,3,41183.546875000,41017.957031250,41349.679687500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os05,696.448913574,sampled
IDL-000525,IDL,cs04,os05,communication,observation,717,778,2025-01-01T05:58:30.000000Z,2025-01-01T06:29:00.000000Z,1830.000000000,61,39246.656250000,35687.976562500,44613.156250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,71.479934692,sampled
IDL-000526,IDL,cs04,os05,communication,observation,801,815,2025-01-01T06:40:30.000000Z,2025-01-01T06:47:30.000000Z,420.000000000,14,39159.488281250,37936.488281250,40465.980468750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os05,695.835754395,sampled
IDL-000527,IDL,cs04,os05,communication,observation,914,991,2025-01-01T07:37:00.000000Z,2025-01-01T08:15:30.000000Z,2310.000000000,77,38080.148437500,35088.335937500,44615.953125000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,70.221031189,sampled
IDL-000528,IDL,cs04,os05,communication,observation,1109,1170,2025-01-01T09:14:30.000000Z,2025-01-01T09:45:00.000000Z,1830.000000000,61,39234.867187500,35963.105468750,44696.433593750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,35.979049683,sampled
IDL-000529,IDL,cs04,os05,communication,observation,1301,1365,2025-01-01T10:50:30.000000Z,2025-01-01T11:22:30.000000Z,1920.000000000,64,40456.035156250,38033.878906250,44741.753906250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,17.349788666,sampled
IDL-000530,IDL,cs04,os05,communication,observation,1482,1553,2025-01-01T12:21:00.000000Z,2025-01-01T12:56:30.000000Z,2130.000000000,71,42093.390625000,40598.437500000,44768.558593750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,7.333994389,sampled
IDL-000531,IDL,cs04,os05,communication,observation,1639,1703,2025-01-01T13:39:30.000000Z,2025-01-01T14:11:30.000000Z,1920.000000000,64,42644.289062500,41665.511718750,43801.777343750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,362.201263428,sampled
IDL-000532,IDL,cs04,os05,communication,observation,1713,1715,2025-01-01T14:16:30.000000Z,2025-01-01T14:17:30.000000Z,60.000000000,2,41758.769531250,41748.843750000,41768.695312500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os05,709.128051758,sampled
IDL-000533,IDL,cs04,os05,communication,observation,1788,1874,2025-01-01T14:54:00.000000Z,2025-01-01T15:37:00.000000Z,2580.000000000,86,42177.085937500,39549.371093750,44613.554687500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,55.412208557,sampled
IDL-000534,IDL,cs04,os05,communication,observation,1909,1911,2025-01-01T15:54:30.000000Z,2025-01-01T15:55:30.000000Z,60.000000000,2,41647.820312500,41592.699218750,41702.937500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os05,711.140502930,sampled
IDL-000535,IDL,cs04,os05,communication,observation,2002,2067,2025-01-01T16:41:00.000000Z,2025-01-01T17:13:30.000000Z,1950.000000000,65,40166.871093750,37060.425781250,44656.812500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,37.531017303,sampled
IDL-000536,IDL,cs04,os05,communication,observation,2101,2106,2025-01-01T17:30:30.000000Z,2025-01-01T17:33:00.000000Z,150.000000000,5,40985.328125000,40630.738281250,41343.230468750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os05,713.077636719,sampled
IDL-000537,IDL,cs04,os05,communication,observation,2201,2262,2025-01-01T18:20:30.000000Z,2025-01-01T18:51:00.000000Z,1830.000000000,61,39017.425781250,35422.804687500,44593.582031250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs04,65.257369995,sampled
IDL-000538,IDL,cs04,os05,communication,observation,2275,2297,2025-01-01T18:57:30.000000Z,2025-01-01T19:08:30.000000Z,660.000000000,22,38044.980468750,36356.585937500,40051.648437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os05,714.475402832,sampled
IDL-000539,IDL,cs04,os05,communication,observation,2397,2462,2025-01-01T19:58:30.000000Z,2025-01-01T20:31:00.000000Z,1950.000000000,65,38589.773437500,35151.816406250,44732.988281250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,4.656892300,sampled
IDL-000540,IDL,cs04,os05,communication,observation,2592,2654,2025-01-01T21:36:00.000000Z,2025-01-01T22:07:00.000000Z,1860.000000000,62,39421.839843750,36334.500000000,44715.773437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,11.919885635,sampled
IDL-000541,IDL,cs04,os05,communication,observation,2783,2848,2025-01-01T23:11:30.000000Z,2025-01-01T23:44:00.000000Z,1950.000000000,65,40778.871093750,38593.472656250,44720.691406250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,9.218266487,sampled
IDL-000542,IDL,cs05,ns01,communication,navigation,0,383,2025-01-01T00:00:00.000000Z,2025-01-01T03:11:30.000000Z,11490.000000000,383,55821.304687500,54080.296875000,59899.273437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,ns01,11240.580078125,sampled
IDL-000543,IDL,cs05,ns01,communication,navigation,2133,2881,2025-01-01T17:46:30.000000Z,2025-01-02T00:00:00.000000Z,22410.000000000,748,27601.824218750,15760.684570312,42040.109375000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,19954.867187500,sampled
IDL-000544,IDL,cs05,ns02,communication,navigation,1281,2881,2025-01-01T10:40:30.000000Z,2025-01-02T00:00:00.000000Z,47970.000000000,1600,38765.015625000,21636.980468750,58231.890625000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,12461.775390625,sampled
IDL-000545,IDL,cs05,ns03,communication,navigation,764,2240,2025-01-01T06:22:00.000000Z,2025-01-01T18:40:00.000000Z,44280.000000000,1476,37448.164062500,17545.238281250,62471.109375000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,9030.203125000,sampled
IDL-000546,IDL,cs05,ns04,communication,navigation,138,1753,2025-01-01T01:09:00.000000Z,2025-01-01T14:36:30.000000Z,48450.000000000,1615,41109.898437500,19240.355468750,59988.800781250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,11189.841796875,sampled
IDL-000547,IDL,cs05,ns05,communication,navigation,0,920,2025-01-01T00:00:00.000000Z,2025-01-01T07:40:00.000000Z,27600.000000000,920,45307.554687500,37258.429687500,64153.523437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,7342.483398438,sampled
IDL-000548,IDL,cs05,ns05,communication,navigation,2612,2881,2025-01-01T21:46:00.000000Z,2025-01-02T00:00:00.000000Z,8040.000000000,269,33393.789062500,32247.925781250,35129.707031250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs05,21318.835937500,sampled
IDL-000549,IDL,cs05,os01,communication,observation,0,51,2025-01-01T00:00:00.000000Z,2025-01-01T00:25:30.000000Z,1530.000000000,51,42651.515625000,41755.695312500,43848.019531250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,342.864196777,sampled
IDL-000550,IDL,cs05,os01,communication,observation,56,120,2025-01-01T00:28:00.000000Z,2025-01-01T01:00:00.000000Z,1920.000000000,64,42685.812500000,41728.863281250,43888.074218750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs05,345.924957275,sampled
IDL-000551,IDL,cs05,os01,communication,observation,152,279,2025-01-01T01:16:00.000000Z,2025-01-01T02:19:30.000000Z,3810.000000000,127,41921.976562500,40379.875000000,44717.710937500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,21.512258530,sampled
IDL-000552,IDL,cs05,os01,communication,observation,347,462,2025-01-01T02:53:30.000000Z,2025-01-01T03:51:00.000000Z,3450.000000000,115,40283.714843750,37815.019531250,44665.664062500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,37.474929810,sampled
IDL-000553,IDL,cs05,os01,communication,observation,543,655,2025-01-01T04:31:30.000000Z,2025-01-01T05:27:30.000000Z,3360.000000000,112,39097.445312500,35829.101562500,44710.054687500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,15.740537643,sampled
IDL-000554,IDL,cs05,os01,communication,observation,738,850,2025-01-01T06:09:00.000000Z,2025-01-01T07:05:00.000000Z,3360.000000000,112,38685.812500000,35081.351562500,44593.003906250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,65.466476440,sampled
IDL-000555,IDL,cs05,os01,communication,observation,930,960,2025-01-01T07:45:00.000000Z,2025-01-01T08:00:00.000000Z,900.000000000,30,41488.445312500,38547.304687500,44511.937500000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,114.250030518,sampled
IDL-000556,IDL,cs05,os01,communication,observation,986,1048,2025-01-01T08:13:00.000000Z,2025-01-01T08:44:00.000000Z,1860.000000000,62,39387.507812500,35810.316406250,44739.820312500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs05,1.780366898,sampled
IDL-000557,IDL,cs05,os01,communication,observation,1122,1145,2025-01-01T09:21:00.000000Z,2025-01-01T09:32:30.000000Z,690.000000000,23,42877.066406250,41071.507812500,44672.558593750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,47.633769989,sampled
IDL-000558,IDL,cs05,os01,communication,observation,1181,1248,2025-01-01T09:50:30.000000Z,2025-01-01T10:24:00.000000Z,2010.000000000,67,40746.738281250,37785.476562500,44720.707031250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs05,11.644740105,sampled
IDL-000559,IDL,cs05,os01,communication,observation,1305,1339,2025-01-01T10:52:30.000000Z,2025-01-01T11:09:30.000000Z,1020.000000000,34,43179.933593750,41639.980468750,44740.160156250,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,19.977689743,sampled
IDL-000560,IDL,cs05,os01,communication,observation,1371,1595,2025-01-01T11:25:30.000000Z,2025-01-01T13:17:30.000000Z,6720.000000000,224,42664.550781250,40366.589843750,44216.953125000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,214.880447388,sampled
IDL-000561,IDL,cs05,os01,communication,observation,1635,1758,2025-01-01T13:37:30.000000Z,2025-01-01T14:39:00.000000Z,3690.000000000,123,41542.117187500,39808.476562500,44702.648437500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,27.448831558,sampled
IDL-000562,IDL,cs05,os01,communication,observation,1831,1945,2025-01-01T15:15:30.000000Z,2025-01-01T16:12:30.000000Z,3420.000000000,114,39960.867187500,37287.699218750,44731.406250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,17.773002625,sampled
IDL-000563,IDL,cs05,os01,communication,observation,2027,2138,2025-01-01T16:53:30.000000Z,2025-01-01T17:49:00.000000Z,3330.000000000,111,38879.656250000,35533.402343750,44617.914062500,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,68.639450073,sampled
IDL-000564,IDL,cs05,os01,communication,observation,2222,2334,2025-01-01T18:31:00.000000Z,2025-01-01T19:27:00.000000Z,3360.000000000,112,38693.406250000,35110.203125000,44624.683593750,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,both,66.146514893,sampled
IDL-000565,IDL,cs05,os01,communication,observation,2412,2439,2025-01-01T20:06:00.000000Z,2025-01-01T20:19:30.000000Z,810.000000000,27,42125.496093750,39518.156250000,44741.656250000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,os01,0.396922141,sampled
IDL-000566,IDL,cs05,os01,communication,observation,2469,2532,2025-01-01T20:34:30.000000Z,2025-01-01T21:06:00.000000Z,1890.000000000,63,39580.570312500,36153.785156250,44697.593750000,80.000000000,0959490dcfeedeafc8e9e01f868552fc1a757f1f2924fe4d8aaab468b9881130,nearest_visible_satellite_in_each_other_domain,union,cs05,34.139850616,sampled
